reporting_org_ref,registry_id,org_type,org_name,abbreviation,usability_score,tracker_commit,tracker_spend,latest_txn_year,hq_country,CRS_codes,IATI_organisation_type,IATI_organisation_name,country
GB-COH-NI011322,wowni,NGO,War on Want NI,, ,,,2017,GB,,International NGO,War on Want NI,
XI-IATI-WAI,wai,NGO,WASH Alliance International,, ,,,2016,NL,,International NGO,WASH Alliance International,
GB-CHC-1160263,wasteaid,NGO,WasteAid UK,, ,,,2021,GB,,International NGO,WasteAid UK,
US-EIN-84-1166148,w4p,NGO,Water for People,, ,,,#N/A,US,,International NGO,Water for People,
DE-CR-VR32914,win,NGO,Water Integrity Network Association,, ,,,2020,DE,,International NGO,Water Integrity Network Association,
GB-COH-353570,water-witness-international,NGO,Water Witness International,, ,,,2019,GB,,International NGO,Water Witness International,
GB-CHC-1158206,waterworks,NGO,Water Works,, ,,,2017,GB,,International NGO,Water Works,
GB-CHC-288701,wateraid,NGO,WaterAid,, ,,,2021,GB,,International NGO,WaterAid,
DE-CR-RA000217-HRB157125B,wayamo,NGO,Wayamo Foundation,, ,,,2020,DE,,International NGO,Wayamo Foundation,
SE-ON-802004-1524,weeffect,NGO,We Effect,, ,,,2018,SE,,International NGO,We Effect,
IT-RI-97241280151,ww-gvc,NGO,We World - GVC Onlus,, ,,,2020,IT,,International NGO,We World - GVC Onlus,
GB-CHC-1110434,wellfound,NGO,Wellfound,, ,,,2021,GB,,International NGO,Wellfound,
GB-CHC-1156822,wcia,NGO,Welsh Centre for International Affairs,, ,,,2021,GB,,National NGO,Welsh Centre for International Affairs,
DE-CR-RA000220-VR3810,whh,NGO,Welthungerhilfe,, ,,,#N/A,DE,,International NGO,Welthungerhilfe,
NL-KVK-41201644,wemos,NGO,Wemos Foundation,, ,,,2020,NL,,International NGO,Wemos Foundation,
BE-BCE_KBO-0413986102,wsm,NGO,Wereldsolidariteit-Solidarit̩ Mondiale (WSM),, ,,,2021,BE,,National NGO,Wereldsolidariteit-Solidarit̩ Mondiale (WSM),
NL-KVK-9099028,wi,NGO,Wetlands International,, ,,,2020,,,International NGO,Wetlands International,
US-EIN-13-1740011,wcs,NGO,Wildlife Conservation Society,, ,,,2020,US,,International NGO,Wildlife Conservation Society,
NL-KVK-66926262,wws,NGO,Win Win Strategies,, ,,,2020,NL,,International NGO,Win Win Strategies,
KE-NCB-OP/218/051/915/65,wtk,NGO,Windle Trust Kenya,, ,,,2014,KE,,National NGO,Windle Trust Kenya,
NL-KVK-41177588,wnf,NGO,WNF Wereld Natuur Fonds,, ,,,2021,NL,,International NGO,WNF Wereld Natuur Fonds,
NL-KVK-27293385,wo-men,NGO,"WO=MEN, Dutch Gender Platform",, ,,,2020,NL,,National NGO,"WO=MEN, Dutch Gender Platform",
GB-CHC-328206,womankindworld,NGO,Womankind Worldwide,, ,,,2021,GB,,International NGO,Womankind Worldwide,
GB-CHC-1085096,wcf,NGO,Women and Children First (UK),, ,,,2016,GB,,International NGO,Women and Children First (UK),
KE-NCB-WDCBO542010192,wctc,NGO,Women Challenged to Challenge,, ,,,#N/A,KE,,National NGO,Women Challenged to Challenge,
GB-COH-RC000658 ,,,,,,,,,,,,,
NL-KVK-41186799,wecf,NGO,Women Engage for a Common Future,, ,,,#N/A,NL,,International NGO,Women Engage for a Common Future,
NG-CAC-495140,wep,NGO,Women Environmental Programme,, ,,,2019,NG,,National NGO,Women Environmental Programme,
GB-CHC-1115109,wfwiuk,NGO,Women for Women International (UK),, ,,,2021,GB,,International NGO,Women for Women International (UK),
NL-KVK-56083459,wpp,NGO,Women Peacemakers Program,, ,,,2016,NL,,International NGO,Women Peacemakers Program,
ZW-ROD-MA988/87,wag-1983,NGO,Women's Action Group,, ,,,#N/A,ZW,,National NGO,Women's Action Group,
US-EIN-52-1238773,wedo,NGO,Women's Environment & Development Organization,, ,,,2020,US,,International NGO,Women's Environment & Development Organization,
LK-DRC-GA139,wf-asia,NGO,Women's Fund Asia,, ,,,2021,LK,,Regional NGO,Women's Fund Asia,
PH-SEC-FN200806591,wgnrr_iati,NGO,Women's Global Network on Reproductive Rights,, ,,,2021,PH,,International NGO,Women's Global Network on Reproductive Rights,
US-EIN-463668128,w_r_c,NGO,Women's Refugee Commission,, ,,,2019,US,,International NGO,Women's Refugee Commission,
GB-COH-2082273,wacc-uk,NGO,World Association for Christian Communication (UK),, ,,,2013,GB,,International NGO,World Association for Christian Communication (UK),
GB-CHC-1084729,wccuk,NGO,World Child Cancer UK,, ,,,2021,GB,,International NGO,World Child Cancer UK,
US-EIN-203908371,worldeconomicforum,NGO,World Economic Forum,, ,,,#N/A,US,,International NGO,World Economic Forum,
CH-FDJP-66004229946,weforum_geneva,NGO,World Economic Forum Geneva,, ,,,#N/A,CH,,International NGO,World Economic Forum Geneva,
NL-KVK-41153698,wfm-igp,NGO,World Federalist Movement - Institute for Global Policy,, ,,,2020,NL,,International NGO,World Federalist Movement - Institute for Global Policy,
GB-CHC-206658,whw2019,NGO,World Horse Welfare,, ,,,2021,GB,,International NGO,World Horse Welfare,
GB-CHC-290767,wjr_001,NGO,World Jewish Relief,, ,,,2021,GB,,International NGO,World Jewish Relief,
US-EIN-521257057,wri,NGO,World Resources Institute,, ,,,2021,US,,International NGO,World Resources Institute,
CA-CRA_ARC-119304848,wusc,NGO,World University Service of Canada,, ,,,2021,CA,,International NGO,World University Service of Canada,
XM-DAC-47008,worldveg,NGO,World Vegetable Center,, ,,,2021,TW,,International NGO,World Vegetable Center,
XM-OCHA-7482,wv_cf,NGO,World Vision Central African Republic,, ,,,2021,CF,,International NGO,World Vision Central African Republic,
XI-IATI-WVDRC,wv_cd,NGO,World Vision Democratic Republic of Congo,, ,,,2021,CD,,International NGO,World Vision Democratic Republic of Congo,
ET-CSA-0784,wv_et_activities,NGO,World Vision Ethiopia,, ,,,2021,ET,,International NGO,World Vision Ethiopia,
DE-CR-RA000209-VR1207,wv_de,NGO,World Vision Germany,, ,,,2020,DE,,International NGO,World Vision Germany,
US-EIN-95-3202116,wvi,NGO,World Vision International,, ,,,2021,US,,International NGO,World Vision International,
GB-CHC-285908,wvuk,NGO,World Vision UK,, ,,,2021,GB,,International NGO,World Vision UK,
ZW-PVO-26/79,wvz-gec,NGO,World Vision Zimbabwe,, ,,,2020,ZW,,International NGO,World Vision Zimbabwe,
ZA-NPO-053456,,,,,,,,,,,,,
UG-RSB-29587,,,,,,,,,,,,,
21-PK-WWF,wwfpakistan,NGO,World Wide Fund for Nature - Pakistan,, ,,,2015,PK,,International NGO,World Wide Fund for Nature - Pakistan,
BE-BCE_KBO-0408656248,wwf-be,NGO,World Wide Fund for Nature Belgium (WWF-BE),, ,,,2021,BE,,National NGO,World Wide Fund for Nature Belgium (WWF-BE),
CH-660-0294975-4,world_ywca,NGO,World Young Women's Christian Association,, ,,,#N/A,CH,,International NGO,World Young Women's Christian Association,
GB-COH-06735120,whpca,NGO,Worldwide Hospice Palliative Care Alliance,, ,,,2021,GB,,International NGO,Worldwide Hospice Palliative Care Alliance,
SE-ON-802005-9823,wwf-se,NGO,WWF Sweden,, ,,,2018,SE,,International NGO,WWF Sweden,
GB-CHC-1081247,wwf-uk,NGO,WWF-UK,, ,,,2020,GB,,International NGO,WWF-UK,
GB-CHC-1109789,ycare,NGO,Y Care International,, ,,,2021,GB,,International NGO,Y Care International,
YE-MSAL-80/295,yffhsd,NGO,Yamaan Foundation for Health and Social Development,, ,,,2021,YE,,National NGO,Yamaan Foundation for Health and Social Development,
LR-MPEA-NGO-AC-0298,libymca,NGO,YMCA of Liberia,, ,,,2017,LR,,National NGO,YMCA of Liberia,
ZW-ROD-MA0000405/2015,yai-hub,NGO,Young Africa International HUB,, ,,,2021,ZW,,International NGO,Young Africa International HUB,
SS-RRC-342,ywcass,NGO,Young Women Christian Association of South Sudan (YWCA SS),, ,,,2021,SS,,National NGO,Young Women Christian Association of South Sudan (YWCA SS),
KE-NCB-218-051-9263-33,ywcakenya,NGO,Young Women's Christian Association of Kenya,, ,,,#N/A,KE,,National NGO,Young Women's Christian Association of Kenya,
GB-CHC-1123946,ybi,NGO,Youth Business International,, ,,,2015,GB,,International NGO,Youth Business International,
US-EIN-81-2339233,ylabs,NGO,Youth Development Labs Inc,, ,,,2020,US,,International NGO,Youth Development Labs Inc,
MW-CNM-C076-1999,yoneco1997,NGO,Youth Net and Counselling - YONECO,, ,,,2017,MW,,National NGO,Youth Net and Counselling - YONECO,
BD-NAB-051,ywcabd,NGO,YWCA of Bangladesh,, ,,,2019,BD,,National NGO,YWCA of Bangladesh,
GB-CHC-1145721,zoa_uk,NGO,Zambia Orphans Aid UK,, ,,,2018,GB,,International NGO,Zambia Orphans Aid UK,
GB-CHC-327519,zet,NGO,Zimbabwe Educational Trust,, ,,,2016,GB,,International NGO,Zimbabwe Educational Trust,
NL-KVK-41009723,zoa,NGO,ZOA,, ,,,2021,NL,,International NGO,ZOA,
GB-COH-RC000749,zsl,NGO,Zoological Society of London,, ,,,2021,GB,,International NGO,Zoological Society of London,
GB-COH-07291220,fifty_eight,Other,50 Eight Limited,, ,,,2021,GB,,Private Sector,50 Eight Limited,
US-EIN-042103594,jpal,Other,Abdul Latif Jameel Poverty Action Lab at MIT,, ,,,2021,US,,"Academic, Training and Research",Abdul Latif Jameel Poverty Action Lab at MIT,
US-EIN-042347643,abt,Other,Abt Associates Inc,, ,,,2021,US,,Private Sector,Abt Associates Inc,
GB-COH-10633588,abtbritain,Other,Abt Britain Limited,, ,,,2020,GB,,Private Sector,Abt Britain Limited,
NG-CAC-692943,ahead,Other,Academy for Health Development (AHEAD),, ,,,2019,NG,,"Academic, Training and Research",Academy for Health Development (AHEAD),
BE-BCE_KBO-0546740696,ares,Other,Acad̩mie de recherche et d'enseignement sup̩rieur,, ,,,2020,BE,,"Academic, Training and Research",Acad̩mie de recherche et d'enseignement sup̩rieur,
GB-GOR-GB-GOR-OT1175,,,,,,,,,,,,,
GB-GOV-3,,,,,,,,,,,,,
GB-COH-2732176,asi,Other,Adam Smith International,, ,,,2020,GB,,Private Sector,Adam Smith International,
MZ-NUIT-700098168,aias,Other,Administra̤̣o de Infra-Estruturas de ́guas e Saneamento,, ,,,2021,MZ,,Government,Administra̤̣o de Infra-Estruturas de ́guas e Saneamento,
KE-RCO-78260,ads-nyanza,Other,ADS-Nyanza,, ,,,2017,KE,,Other Public Sector,ADS-Nyanza,
NL-KVK-09108013,ac1999,Other,Advance Consulting,, ,,,2020,NL,,Private Sector,Advance Consulting,
GB-COH-01846493,aecom,Other,AECOM,, ,,,2019,GB,,Private Sector,AECOM,
KE-KRA-P051713416W,afelt,Other,AFELT,, ,,,2021,KE,,"Academic, Training and Research",AFELT,
AF-MOE-1212,appro-af,Other,Afghanistan Public Policy Research Organization (APPRO),, ,,,2019,AF,,"Academic, Training and Research",Afghanistan Public Policy Research Organization (APPRO),
BE-BCE_KBO-0474198059,africalia,Other,Africalia,, ,,,2020,BE,,Other Public Sector,Africalia,
GB-COH-07026479,agdevco,Other,AgDevCo,, ,,,2019,GB,,Private Sector,AgDevCo,
BJ-IFU-4201710182326,anaepmr_benin,Other,Agence Nationale d'Approvisionnement en Eau Potable en Milieu Rural du Benin,, ,,,2020,BJ,,Government,Agence Nationale d'Approvisionnement en Eau Potable en Milieu Rural du Benin,
MZ-NUIT-50039061,agencia_do_zambeze,Other,Ag̻ncia de Desenvolvimento do Vale do Zambeze,, ,,,2021,MZ,,Government,Ag̻ncia de Desenvolvimento do Vale do Zambeze,
GB-COH-04644326,aak,Other,Agulhas Applied Knowledge,, ,,,#N/A,GB,,Private Sector,Agulhas Applied Knowledge,
US-501c3-522318905,aiddata,Other,AidData,, ,,,2017,US,,"Academic, Training and Research",AidData,
GB-COH-08327972,aktis,Other,Aktis Strategy Ltd,, ,,,2018,GB,,Private Sector,Aktis Strategy Ltd,
GB-COH-5155300,alcis,Other,Alcis Holdings Limited,, ,,,#N/A,GB,,Private Sector,Alcis Holdings Limited,
CA_AB-ABT-203435797,alineainternational_2020,Other,Alinea International Ltd.,, ,,,2021,CA,,Private Sector,Alinea International Ltd.,
AE-HFZA-1526,altai,Other,Altai Consulting,, ,,,2019,AE,,Private Sector,Altai Consulting,
US-EIN-23-1352010,afsc,Other,American Friends Service Committee,, ,,,#N/A,US,,"Academic, Training and Research",American Friends Service Committee,
BE-GTCF-630789842,appro-eu,Other,APPRO-Europe,, ,,,2017,BE,,"Academic, Training and Research",APPRO-Europe,
XI-IATI-NP-IRD-302113730,,,,,,,,,,,,,
JO-CCD-50544,arij,Other,Arab Reporters for Investigative Journalism,, ,,,2021,JO,,"Academic, Training and Research",Arab Reporters for Investigative Journalism,
FR-INSEE-31827645800037,afdi-fr,Other,"Association de solidarit̩ internationale, Agriculteurs fran̤ais et d̩veloppement international (Afdi) France",, ,,,#N/A,FR,,Other Public Sector,"Association de solidarit̩ internationale, Agriculteurs fran̤ais et d̩veloppement international (Afdi) France",
GB-CHC-314137,acu,Other,Association of Commonwealth Universities,, ,,,2021,GB,,"Academic, Training and Research",Association of Commonwealth Universities,
BE-BCE_KBO-0415880570,apefe,Other,Association pour la Promotion de l'Education et de la Formation �� l'Etranger,, ,,,2021,BE,,Other Public Sector,Association pour la Promotion de l'Education et de la Formation �� l'Etranger,
GB-COH-01245534,atosuk,Other,Atos IT Services Ltd,, ,,,2015,GB,,Private Sector,Atos IT Services Ltd,
NL-KVK-33226495,adsb,Other,Atradius Dutch State Business,, ,,,2021,NL,,Private Sector,Atradius Dutch State Business,
XI-IATI-a040e11f-d765-49da-9864-ba83ed08e1a3,,,,,,,,,,,,,
UG-NGO-3329,aipr,Other,Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,, ,,,#N/A,UG,,"Academic, Training and Research",Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,
BE-BCE_KBO-0423588904,a-t,Other,Autre Terre asbl,, ,,,2021,BE,,"Academic, Training and Research",Autre Terre asbl,
BI-NIF-4000742330,auxfinbi,Other,AUXFIN Burundi,, ,,,2020,BI,,Private Sector,AUXFIN Burundi,
GB-COH-06133927,ava_admin,Other,Avanti Communications Plc,, ,,,2021,GB,,Private Sector,Avanti Communications Plc,
GB-COH-OC305127,bdo,Other,BDO LLP,, ,,,2020,GB,,Private Sector,BDO LLP,
GB-COH-08567792,bit,Other,Behavioural Insights Team,, ,,,2020,GB,,Private Sector,Behavioural Insights Team,
US-EIN-04-2103547,bu-carbx-admin,Other,Boston University,, ,,,2021,US,,"Academic, Training and Research",Boston University,
XI-GRID-grid.52681.38,bu,Other,BRAC University,, ,,,#N/A,BD,,"Academic, Training and Research",BRAC University,
US-EIN-042312909,bwh,Other,Brigham and Women's Hospital,, ,,,2019,US,,"Academic, Training and Research",Brigham and Women's Hospital,
CO-RUE-830140714-1,brujula,Other,Brujula Comunicaciones Estrategicas SAS,, ,,,#N/A,CO,,Private Sector,Brujula Comunicaciones Estrategicas SAS,
BE-BCE_KBO-0451516390,brulocalis,Other,Brulocalis,, ,,,2021,BE,,Other Public Sector,Brulocalis,
US-EIN-900634376,c40cities,Other,C40 Cities Climate Leadership Group,, ,,,2018,US,,"Academic, Training and Research",C40 Cities Climate Leadership Group,
CN-SAIC-9111010506489375XP,ctbeijing,Other,Carbon Trust (Beijing) Consulting Limited,, ,,,2020,CN,,Private Sector,Carbon Trust (Beijing) Consulting Limited,
GB-COH-06274284,carbontrustadvisory,Other,Carbon Trust Advisory Ltd,, ,,,2021,GB,,Private Sector,Carbon Trust Advisory Ltd,
GB-COH-05543952,cardnoem,Other,Cardno Emerging Markets,, ,,,2021,GB,,Private Sector,Cardno Emerging Markets,
ciks,ciks,Other,Centre for Indian Knowledge Systems,, ,,,2015,IN,,"Academic, Training and Research",Centre for Indian Knowledge Systems,
BD-NAB-0918,cpd,Other,Centre for Policy Dialogue,, ,,,#N/A,BD,,"Academic, Training and Research",Centre for Policy Dialogue,
KE-NCB-218/051/96110/823,csa-kenya,Other,Centre for the Study of Adolescence,, ,,,2017,KE,,"Academic, Training and Research",Centre for the Study of Adolescence,
XM-DAC-47015,cgiar,Other,CGIAR,, ,,,2021,FR,,"Academic, Training and Research",CGIAR,
US-EIN-52-2145827,chemonics,Other,Chemonics International Inc.,, ,,,2021,US,,Private Sector,Chemonics International Inc.,
GB-CHC-1074857,coe-abc,Other,Church of England - The Archbishops' Council,, ,,,2021,GB,,"Academic, Training and Research",Church of England - The Archbishops' Council,
GB-SC-037597,cifal,Other,CIFAL Scotland,, ,,,2016,GB,,"Academic, Training and Research",CIFAL Scotland,
GB-LAE-LND,col-greenfinance,Other,City of London Corporation,, ,,,2021,GB,,Other Public Sector,City of London Corporation,
US-EIN-26-4129153,cpi,Other,Climate Policy Initiative,, ,,,#N/A,US,,"Academic, Training and Research",Climate Policy Initiative,
GB-COH-3799145,coffey,Other,Coffey International Development,, ,,,2021,GB,,Private Sector,Coffey International Development,
BJ-IFU-6200901944008,adja-ouere,Other,Commune de Adja-Ouere - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Adja-Ouere - B̩nin,
BJ-IFU-6201810251129,adjarra,Other,Commune de Adjarra - B̩nin,, ,,,#N/A,BJ,,Other Public Sector,Commune de Adjarra - B̩nin,
BJ-IFU-5200801335602,adjohoun,Other,Commune de Adjohoun - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Adjohoun - B̩nin,
BJ-IFU-6201001843703,akpro-misserete,Other,Commune de Akpro-Miss̩r̩t̩ - B̩nin,, ,,,2019,BJ,,Other Public Sector,Commune de Akpro-Miss̩r̩t̩ - B̩nin,
BJ-IFU-6201501755307,allada,Other,Commune de Allada - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Allada - B̩nin,
BJ-IFU-6201001076902,aplahoue,Other,Commune de Aplahou̩ - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Aplahou̩ - B̩nin,
BJ-IFU-6201300688700,avrankou,Other,Commune de Avrankou - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Avrankou - B̩nin,
BJ-IFU-6200901944209,bopa,Other,Commune de Bopa - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Bopa - B̩nin,
BJ-IFU-6201000370801,come,Other,Commune de Com̬ - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Com̬ - B̩nin,
BJ-IFU-4201710012551,dangbo,Other,Commune de Dangbo - Benin,, ,,,2018,BJ,,Other Public Sector,Commune de Dangbo - Benin,
BJ-IFU-6201100143407,ifangni,Other,Commune de Ifangni - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Ifangni - B̩nin,
BJ-IFU-6201100034408,klouekanme,Other,Commune de Klou̩kanm̬ - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Klou̩kanm̬ - B̩nin,
BJ-IFU-6201101182902,kpomasse,Other,Commune de Kpomass̬ - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Kpomass̬ - B̩nin,
BJ-IFU-6200901851300,ketou,Other,Commune de K̩tou - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de K̩tou - B̩nin,
BJ-IFU-6200901944805,lalo,Other,Commune de Lalo - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Lalo - B̩nin,
BJ-IFU-6201000068802,parakou,Other,Commune de Parakou - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Parakou - B̩nin,
BJ-IFU-6201200579608,pobe,Other,Commune de Pob̬ - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Pob̬ - B̩nin,
BJ-IFU-5200081145006,toffo,Other,Commune de Toffo - B̩nin,, ,,,2019,BJ,,Other Public Sector,Commune de Toffo - B̩nin,
BJ-IFU-6200901945503,toviklin,Other,Commune de Toviklin - B̩nin,, ,,,2019,BJ,,Other Public Sector,Commune de Toviklin - B̩nin,
BJ-IFU-6200801257400,ze,Other,Commune de Z̬ - B̩nin,, ,,,2018,BJ,,Other Public Sector,Commune de Z̬ - B̩nin,
DK-CVR-16077593,di,Other,Confederation of Danish Industry,, ,,,2020,DK,,Private Sector,Confederation of Danish Industry,
NL-KVK-64460789,cfm,Other,Co̦peratief Climate Fund Managers U.A.,, ,,,2019,NL,,Private Sector,Co̦peratief Climate Fund Managers U.A.,
CA-CRA_ACR-101182509,cowater,Other,Cowater International Inc,, ,,,2021,CA,,Private Sector,Cowater International Inc,
GB-COH-11373728,cowateruk,Other,Cowater UK Limited,, ,,,2021,GB,,Private Sector,Cowater UK Limited,
GB-COH-03259922,cal,Other,Crown Agents Limited,, ,,,2021,GB,,Private Sector,Crown Agents Limited,
GB-COH-07627789,dcapitalpartners,Other,D. Capital Partners,, ,,,2020,GB,,Public Private Partnership,D. Capital Partners,
GB-COH-1858644,dai-e,Other,DAI Europe,, ,,,2021,GB,,Private Sector,DAI Europe,
GB-COH-03054929,healthpartners-international,Other,DAI Global Health,, ,,,2018,GB,,Private Sector,DAI Global Health,
NL-KVK-64763064,d4d,Other,Data4Development,, ,,,2019,NL,,Private Sector,Data4Development,
MW-MRA-20120896,dgmh,Other,David Gordon Memorial Hospital,, ,,,2021,MW,,"Academic, Training and Research",David Gordon Memorial Hospital,
ET-CSA-0976,dawuro_da,Other,Dawuro Development Association,, ,,,2020,ET,,"Academic, Training and Research",Dawuro Development Association,
UG-NGO-1406,defenddefenders,Other,DefendDefenders,, ,,,#N/A,UG,,"Academic, Training and Research",DefendDefenders,
GB-COH-08333641,delivery_associates,Other,Delivery Associates Ltd,, ,,,#N/A,GB,,Private Sector,Delivery Associates Ltd,
IN-MCA-AAE-8458,dttillp,Other,Deloitte Touche Tohmatsu India LLP,, ,,,#N/A,IN,,Private Sector,Deloitte Touche Tohmatsu India LLP,
XI-IATI-DGF,dgf,Other,Democratic Governance Facility,, ,,,2018,UG,,Other Public Sector,Democratic Governance Facility,
ZA-ROC-1999/05072/08,dthfxx12,Other,Desmond Tutu HIV Foundation,, ,,,2015,ZA,,"Academic, Training and Research",Desmond Tutu HIV Foundation,
GB-COH-07629751,dc,Other,Digital Campus,, ,,,2017,GB,,"Academic, Training and Research",Digital Campus,
MZ-NUIT-500004037,dps-nampula,Other,Direc̤̣o Provincial de Sa̼de de Nampula,, ,,,2019,MZ,,Government,Direc̤̣o Provincial de Sa̼de de Nampula,
PK-SEC-0080655,dkt,Other,DKT - (Pakistan),, ,,,#N/A,PK,,Private Sector,DKT - (Pakistan),
ML-NIF-400100027H,pca-gire,Other,DNH Mali (Direction Nationale de l�۪Hydraulique du Mali),, ,,,2016,ML,,Government,DNH Mali (Direction Nationale de l�۪Hydraulique du Mali),
CH-FDJP-CHE110141200,dndi_transparency,Other,Drugs for Neglected Diseases initiative,, ,,,2019,CH,,"Academic, Training and Research",Drugs for Neglected Diseases initiative,
NL-KVK-41077447,ecdpm,Other,ECDPM,, ,,,2021,NL,,"Academic, Training and Research",ECDPM,
XI-IATI-ESFD,esfd,Other,Economic and Social Fund for Development,, ,,,2018,LB,,Government,Economic and Social Fund for Development,
TZ-TRA-101-091-759,esrf,Other,Economic and Social Research Foundation (ESRF),, ,,,2018,TZ,,"Academic, Training and Research",Economic and Social Research Foundation (ESRF),
NL-KVK-24316726,ecorysnl,Other,Ecorys Nederland B.V.,, ,,,2018,NL,,Private Sector,Ecorys Nederland B.V.,
GB-COH-01650169,ecuk,Other,Ecorys UK,, ,,,2021,GB,,Private Sector,Ecorys UK,
GB-COH-02622374,energy_saving_trust,Other,Energy Saving Trust,, ,,,2021,GB,,Other Public Sector,Energy Saving Trust,
ET-CSA-1351,epha,Other,Ethiopian Public Health Association,, ,,,2021,ET,,Other Public Sector,Ethiopian Public Health Association,
FI-PRO-1993025-9,efi,Other,European Forest Institute,, ,,,2020,FI,,"Academic, Training and Research",European Forest Institute,
BE-BCE_KBO-0550758080,eip,Other,European Institute of Peace,, ,,,#N/A,BE,,Other Public Sector,European Institute of Peace,
NL-KVK-27078545,fmo,Other,FMO,, ,,,2021,NL,,Public Private Partnership,FMO,
DE-CR-RA000220-HRB7745,iza,Other,Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),, ,,,#N/A,DE,,"Academic, Training and Research",Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),
GB-GOVUK-9,,,,,,,,,,,,,
GB-HESA-GB-COH-04465125,,,,,,,,,,,,,
GB-CHC-1123384,the_fsi,Other,Foundation for Social Improvement,, ,,,2021,GB,,"Academic, Training and Research",Foundation for Social Improvement,
MZ-NUIT-600000381,fipag,Other,Fundo de Investimento e Patrimonio do Abastecimento de ́gua (FIPAG),, ,,,2019,MZ,,Other Public Sector,Fundo de Investimento e Patrimonio do Abastecimento de ́gua (FIPAG),
GB-COH-07669775,mgcubed,Other,GEMS Education Solutions,, ,,,2015,GH,,Private Sector,GEMS Education Solutions,
GB-COH-03580586-GEC,gecfundmanagerpwc,Other,Girls�۪ Education Challenge ��� Fund Manager PwC,, ,,,2021,GB,,Private Sector,Girls�۪ Education Challenge ��� Fund Manager PwC,
US-EIN-13-4128413,tb-a,Other,Global Alliance for TB Drug Development,, ,,,2016,US,,"Academic, Training and Research",Global Alliance for TB Drug Development,
GB-CHC-1175791,gadp,Other,Global Anaesthesia Development Partnerships,, ,,,2020,GB,,"Academic, Training and Research",Global Anaesthesia Development Partnerships,
CH-FDJP-CHE331930936,gardp,Other,Global Antibiotic Research and Development Partnership,, ,,,2020,CH,,Public Private Partnership,Global Antibiotic Research and Development Partnership,
GB-COH-11126312,gdihub,Other,Global Disability Innovation Hub,, ,,,2021,GB,,"Academic, Training and Research",Global Disability Innovation Hub,
NL-KVK-62066064,gogla,Other,GOGLA - Global Off-Grid Lighting Association,, ,,,2021,NL,,Private Sector,GOGLA - Global Off-Grid Lighting Association,
RW-RRA-103197639,gvtc,Other,Greater Virunga Transboundary Collaboration,, ,,,#N/A,RW,,Government,Greater Virunga Transboundary Collaboration,
ML-NIF-082208943A,gpsp-org,Other,Groupe Pivot Sant̩ Population,, ,,,2018,ML,,"Academic, Training and Research",Groupe Pivot Sant̩ Population,
GB-CHC-1139083,growmovement_admin,Other,Grow Movement,, ,,,2015,GB,,"Academic, Training and Research",Grow Movement,
XI-GRID-grid.442626.0,guluuni,Other,Gulu University,, ,,,#N/A,UG,,"Academic, Training and Research",Gulu University,
GB-CHC-1082565,hiuk,Other,Handicap International UK,, ,,,2021,GB,,"Academic, Training and Research",Handicap International UK,
GB-CHC-1024903,hauk,Other,Hospice Africa Ltd,, ,,,2015,GB,,"Academic, Training and Research",Hospice Africa Ltd,
GB-COH-06407873,htspe,Other,HTSPE,, ,,,2014,GB,,Private Sector,HTSPE,
GB-COH-04161656,icf,Other,ICF Consulting Services Ltd,, ,,,2021,GB,,Private Sector,ICF Consulting Services Ltd,
NL-KVK-74983393,idh_im,Other,IDH Investment Management B.V.,, ,,,2019,NL,,Private Sector,IDH Investment Management B.V.,
MX-RFC-IIN920701G55,idom_mx,Other,IDOM INGENIERIA,, ,,,#N/A,MX,,Private Sector,IDOM INGENIERIA,
NL-KVK-41146484,ihedelft,Other,IHE Delft Institute for Water Education,, ,,,2020,NL,,"Academic, Training and Research",IHE Delft Institute for Water Education,
GB-COH-02651349,imcw_admin,Other,IMC WORLDWIDE,, ,,,2021,GB,,Private Sector,IMC WORLDWIDE,
GB-COH-04465125,imperial,Other,"Imperial College of Science, Technology and Medicine",, ,,,#N/A,GB,,"Academic, Training and Research","Imperial College of Science, Technology and Medicine",
BJ-IFU-4201710116446,ine_benin,Other,"Institut National de l'Eau, Benin",, ,,,2019,BJ,,"Academic, Training and Research","Institut National de l'Eau, Benin",
GB-COH-877338,ids,Other,Institute of Development Studies,, ,,,2021,GB,,"Academic, Training and Research",Institute of Development Studies,
